year,station_id,precipitation_height,mean_temp_c,max_temp_c,min_temp_c
1947,Würzburg,1.3821917808219177,9.860821917808241,19.43090909090911,7.9138181818182005
1948,Würzburg,1.5587431693989071,9.743169398907124,14.770218579234994,5.32759562841532
1949,Bamberg,1.1715068493150687,9.856164383561667,15.007945205479473,4.796986301369885
1949,Frankfurt,1.3402739726027397,10.547945205479474,15.25342465753427,5.507671232876732
1949,Würzburg,1.2134246575342464,10.140000000000024,15.37589041095893,5.305479452054816
1950,Bamberg,1.9958904109589042,9.353972602739749,14.034520547945224,5.068493150684956
1950,Frankfurt,2.0627397260273974,9.71424657534249,14.218630136986322,5.415068493150708
1950,Würzburg,1.8871232876712327,9.47342465753427,14.210684931506874,5.172328767123309
1951,Bamberg,1.7764383561643835,9.636986301369888,14.454246575342488,5.524931506849339
1951,Frankfurt,1.5572602739726027,9.987123287671253,14.509041095890431,5.75205479452057
1951,Würzburg,1.4558904109589041,9.68136986301372,14.198356164383586,5.5980821917808425
1952,Bamberg,2.0245901639344264,8.407650273224068,13.224863387978164,3.959289617486362
1952,Frankfurt,2.1035519125683058,9.461202185792372,13.841530054644831,5.295355191256853
1952,Würzburg,1.9612021857923496,9.081147540983627,13.12240437158472,5.151639344262318
1953,Bamberg,1.0624657534246575,9.088767123287694,14.504931506849339,3.970684931506874
1953,Frankfurt,1.0873972602739725,10.196438356164407,14.973972602739748,5.6802739726027625
1953,Würzburg,1.08,9.745479452054816,14.343835616438376,5.262739726027417
1954,Bamberg,1.892876712328767,8.006027397260297,12.686027397260295,3.4010958904109843
1954,Frankfurt,1.7936986301369864,9.241917808219199,13.430958904109612,5.174794520547968
1954,Würzburg,1.670958904109589,8.609863013698654,12.93890410958906,4.473424657534265
1955,Bamberg,1.8071232876712329,7.719452054794543,12.465479452054813,3.237808219178109
1955,Frankfurt,1.689041095890411,8.89369863013701,13.248767123287694,4.632328767123311
1955,Würzburg,1.816986301369863,8.275616438356186,12.675342465753445,4.122739726027417
1956,Bamberg,2.2051912568306014,6.925956284153028,11.689617486338816,2.4385245901639636
1956,Frankfurt,2.0423497267759565,8.290437158469969,12.377322404371608,4.202185792349749
1956,Würzburg,1.6472677595628415,7.699180327868875,11.935245901639368,3.7333333333333547
1957,Bamberg,1.806027397260274,8.776164383561664,13.593698630137006,4.13945205479455
1957,Frankfurt,1.9465753424657535,9.634794520547969,14.244109589041116,5.014794520547966
1957,Würzburg,1.8427397260273972,9.35232876712331,13.686027397260299,5.152054794520571
1958,Bamberg,2.1402739726027398,8.526575342465776,13.206027397260293,4.110684931506878
1958,Frankfurt,2.182191780821918,9.42410958904112,13.727123287671256,5.1810958904109805
1958,Würzburg,1.8605479452054796,9.078082191780844,13.260547945205502,5.160000000000024
1959,Bamberg,1.3068493150684932,9.208219178082215,15.133424657534263,3.487397260274003
1959,Frankfurt,1.2997260273972602,10.506027397260297,15.683561643835636,5.43315068493153
1959,Würzburg,1.2616438356164383,9.935890410958928,15.017808219178107,4.99342465753427
1960,Bamberg,1.7251366120218579,8.92513661202188,13.568306010928982,4.1202185792349955
1960,Frankfurt,2.027049180327869,9.784153005464505,14.261748633879805,5.249180327868875
1960,Würzburg,1.719398907103825,9.364480874316964,13.57732240437161,5.287431693989094
1961,Bamberg,1.7136986301369863,9.020821917808242,14.15945205479454,4.5112328767123495
1961,Frankfurt,2.315068493150685,9.96438356164386,14.699452054794541,5.460000000000021
1961,Würzburg,1.922739726027397,9.730684931506872,14.030958904109614,5.562739726027421
1962,Bamberg,1.3372602739726027,7.316712328767146,12.39945205479454,2.404109589041116
1962,Frankfurt,1.4747945205479451,8.441643835616462,13.187397260273993,3.5846575342465985
1962,Würzburg,1.4843835616438354,8.000547945205504,12.447945205479474,3.7068493150685167
1963,Bamberg,1.5575342465753426,7.219726027397282,12.48109589041098,2.218904109589061
1963,Frankfurt,1.7065753424657533,8.259178082191804,12.921095890410982,3.34109589041098
1963,Würzburg,1.3402739726027397,8.008493150684954,12.482739726027422,3.4936986301370094
1964,Bamberg,1.1360655737704919,8.327322404371607,13.322404371584723,3.375683060109311
1964,Frankfurt,1.2573770491803278,9.592896174863412,14.227049180327892,4.609016393442644
1964,Würzburg,1.1185792349726775,9.20027322404374,13.555737704918057,4.786885245901662
1965,Bamberg,2.504931506849315,7.796164383561667,12.561643835616461,3.6986301369863224
1965,Frankfurt,2.8961643835616435,8.87260273972605,13.12356164383564,4.650684931506871
1965,Würzburg,2.82027397260274,8.415890410958928,12.435616438356186,4.73342465753427
1966,Bamberg,2.3465753424657536,8.944109589041119,13.492602739726047,4.698356164383582
1966,Frankfurt,2.4575342465753423,9.931506849315092,14.356164383561666,5.45260273972605
1966,Würzburg,2.2660273972602742,9.512876712328788,13.47315068493153,5.845479452054817
1967,Bamberg,1.6,9.046301369863038,13.980821917808242,4.414520547945226
1967,Frankfurt,1.9887671232876711,10.104931506849336,14.676986301369887,5.232876712328791
1967,Würzburg,1.5364383561643835,9.766301369863035,14.075890410958928,5.522465753424681
1968,Bamberg,1.9510928961748635,8.323224043715868,12.968852459016414,4.04153005464483
1968,Frankfurt,2.071584699453552,9.28114754098363,13.405737704918058,4.7855191256830825
1968,Würzburg,2.0685792349726775,8.817759562841553,12.783606557377075,5.012021857923521
1969,Bamberg,1.5736986301369862,8.071232876712353,12.958904109589062,3.528493150684953
1969,Frankfurt,1.59013698630137,9.123835616438377,13.406575342465777,4.8334246575342705
1969,Würzburg,1.6402739726027398,8.66410958904112,12.844109589041121,4.697534246575364
1970,Bamberg,1.9312328767123288,8.035342465753446,12.355342465753445,3.963013698630157
1970,Frankfurt,1.8315068493150686,9.234520547945229,13.282739726027419,4.86383561643838
1970,Würzburg,1.6753424657534246,8.750136986301392,12.602465753424681,4.966027397260297
1971,Bamberg,1.6802739726027396,8.461095890410983,13.685479452054812,3.6934246575342655
1971,Frankfurt,1.2326027397260273,9.775890410958926,14.468219178082213,4.67452054794523
1971,Würzburg,1.4610958904109588,9.30273972602742,13.902465753424682,4.639178082191803
1972,Bamberg,1.739071038251366,7.762841530054668,12.753551912568327,3.536065573770515
1972,Frankfurt,1.5295081967213113,9.117759562841552,13.423224043715871,4.5174863387978395
1972,Würzburg,1.4560109289617487,8.515027322404395,12.816393442622974,4.290983606557398
1973,Bamberg,1.4534246575342467,8.268767123287695,13.179726027397283,3.6183561643835835
1973,Frankfurt,1.2789041095890412,9.792328767123312,14.271232876712352,4.9189041095890635
1973,Würzburg,1.3665753424657534,9.169315068493173,13.541095890410984,4.868219178082215
1974,Bamberg,2.0073972602739727,9.15287671232879,13.70904109589043,4.939178082191803
1974,Frankfurt,1.7786301369863016,10.357534246575366,14.452876712328788,5.782465753424682
1974,Würzburg,1.7728767123287672,9.789589041095912,13.883835616438379,5.802739726027421
1975,Bamberg,1.414794520547945,9.220273972602762,13.816438356164408,4.924931506849338
1975,Frankfurt,1.7391780821917806,10.27150684931509,14.432328767123309,5.636164383561667
1975,Würzburg,1.2498630136986302,9.85315068493153,14.05424657534249,5.766575342465776
1976,Bamberg,1.2226775956284153,9.021038251366143,13.842349726775979,3.9887978142076714
1976,Frankfurt,1.0043715846994536,10.452732240437182,14.894262295081987,5.196448087431716
1976,Würzburg,1.0122950819672132,9.768306010928983,14.19234972677598,5.087158469945378
1977,Bamberg,1.884931506849315,9.091232876712352,13.555342465753446,4.898082191780842
1977,Frankfurt,1.9232876712328768,10.177260273972625,14.187123287671254,5.958630136986327
1977,Würzburg,1.822191780821918,9.621643835616464,13.677534246575366,5.612602739726049
1978,Bamberg,1.695068493150685,8.136986301369886,12.387671232876734,4.073150684931529
1978,Frankfurt,1.773150684931507,9.389863013698651,13.529315068493174,5.20082191780824
1978,Würzburg,1.65972602739726,8.69315068493153,12.71232876712331,4.727945205479476
1979,Bamberg,1.7397260273972603,8.32438356164386,12.974794520547968,3.8386301369863234
1979,Frankfurt,2.070958904109589,9.469863013698653,13.570684931506872,5.094520547945227
1979,Würzburg,1.6350684931506847,8.861643835616462,13.286301369863036,4.78410958904112
1980,Bamberg,1.7825136612021857,7.989344262295106,12.271584699453573,3.80273224043718
1980,Frankfurt,1.9491803278688524,9.236065573770514,13.288524590163957,5.101912568306035
1980,Würzburg,1.3819672131147542,8.667213114754121,12.843169398907127,4.816120218579257
1981,Bamberg,2.20027397260274,8.539452054794541,12.897260273972625,4.25232876712331
1981,Frankfurt,2.6895890410958905,9.701095890410981,13.591506849315092,5.516712328767147
1981,Würzburg,2.1235616438356164,9.028493150684954,13.129589041095914,5.14438356164386
1982,Bamberg,1.4580821917808218,9.047671232876734,13.915890410958927,4.335616438356186
1982,Frankfurt,1.6657534246575343,10.309863013698653,14.816438356164406,5.797808219178104
1982,Würzburg,1.367945205479452,9.55424657534249,13.921095890410982,5.463835616438377
1983,Bamberg,1.604109589041096,9.276986301369885,14.108493150684952,4.589041095890432
1983,Frankfurt,1.9191780821917808,10.45232876712331,14.659726027397284,6.220547945205502
1983,Würzburg,1.4764383561643835,9.698082191780845,14.02082191780824,5.630958904109611
1984,Bamberg,1.8494535519125683,8.201639344262317,12.636612021857946,4.042349726775978
1984,Frankfurt,1.8549180327868853,9.504371584699475,13.470765027322427,5.564207650273247
1984,Würzburg,1.5437158469945356,8.551366120218603,12.586065573770512,4.907377049180349
1985,Bamberg,1.4183561643835618,7.570958904109612,12.68821917808221,2.7717808219178277
1985,Frankfurt,1.2791780821917809,8.957260273972626,13.486575342465777,4.418356164383586
1985,Würzburg,1.4027397260273973,8.040547945205502,12.528767123287691,3.83178082191783
1986,Bamberg,1.936986301369863,8.497534246575366,13.203835616438377,3.9986301369863213
1986,Frankfurt,1.7438356164383562,9.627397260273995,13.992876712328789,5.206575342465776
1986,Würzburg,2.0336986301369864,8.75424657534249,13.086849315068514,4.7408219178082405
1987,Bamberg,1.9567123287671233,7.799178082191804,12.26986301369865,3.7197260273972796
1987,Frankfurt,2.018904109589041,9.073424657534268,13.098082191780845,5.089589041095913
1987,Würzburg,1.8926027397260272,8.243561643835639,12.244657534246599,4.6720547945205695
1988,Bamberg,1.9811475409836066,9.60027322404374,13.992622950819692,5.333060109289638
1988,Frankfurt,1.7931693989071038,10.692076502732261,14.75081967213117,6.590163934426251
1988,Würzburg,2.040710382513661,9.841530054644833,13.917759562841553,6.056010928961769
1989,Bamberg,1.5802739726027395,9.498082191780846,14.515068493150705,4.936986301369882
1989,Frankfurt,1.6095890410958904,10.865205479452078,15.328493150684956,6.352602739726049
1989,Würzburg,1.4753424657534246,10.16136986301372,14.654520547945227,5.967397260273996
1990,Bamberg,1.8172602739726027,9.540000000000024,14.612602739726048,4.843013698630158
1990,Frankfurt,1.5884931506849314,11.127671232876732,15.593698630137009,6.571780821917829
1990,Würzburg,1.4219178082191781,10.166849315068516,14.822739726027418,5.84109589041098
1991,Bamberg,1.1931506849315068,8.534246575342488,13.642191780821939,3.5936986301370077
1991,Frankfurt,1.275890410958904,10.152876712328789,14.576438356164404,5.519726027397281
1991,Würzburg,1.0797260273972604,9.161643835616461,13.66000000000002,4.852328767123309
1992,Bamberg,1.8224043715846994,9.588524590163956,14.330327868852478,5.157650273224062
1992,Frankfurt,1.7120218579234974,10.888251366120244,15.180601092896195,6.498633879781443
1992,Würzburg,1.9311475409836065,9.90683060109292,14.282786885245924,5.859562841530077
1993,Bamberg,1.7008219178082191,9.11315068493153,13.943013698630157,4.451780821917827
1993,Frankfurt,1.5010958904109588,10.45232876712331,14.733150684931529,5.973972602739749
1993,Würzburg,1.4484931506849317,9.533972602739748,14.15068493150687,5.404657534246596
1994,Bamberg,1.6852054794520548,10.516712328767145,15.194246575342484,5.8506849315068665
1994,Frankfurt,1.4424657534246574,11.691232876712348,15.84027397260276,7.373424657534268
1994,Würzburg,1.6134246575342466,10.79260273972605,15.208493150684955,6.749589041095914
1995,Bamberg,2.1482191780821918,9.258904109589064,13.941369863013723,4.948219178082215
1995,Frankfurt,1.969041095890411,10.806575342465775,14.873972602739748,6.619178082191803
1995,Würzburg,2.076986301369863,9.758630136986325,13.953150684931531,5.955616438356187
1996,Bamberg,1.8338797814207652,7.715573770491827,12.51393442622953,3.2612021857923725
1996,Frankfurt,1.4519125683060108,9.199453551912592,13.25218579234975,5.119398907103848
1996,Würzburg,1.407377049180328,8.132513661202209,12.30546448087434,4.32131147540986
1997,Bamberg,1.6427397260273973,9.100273972602762,14.453150684931527,4.336712328767145
1997,Frankfurt,1.3643835616438356,10.730684931506872,15.05095890410961,6.312054794520571
1997,Würzburg,1.4156164383561645,9.753150684931528,14.417534246575366,5.5353424657534465
1998,Bamberg,2.0156164383561643,9.390136986301393,14.380000000000024,4.7641095890411185
1998,Frankfurt,1.843013698630137,10.875342465753446,14.848219178082212,6.71232876712331
1998,Würzburg,1.6432876712328766,10.024109589041117,14.308219178082215,6.027671232876735
1999,Bamberg,1.8610958904109587,9.752328767123311,14.772876712328788,5.233698630137008
1999,Frankfurt,1.9043835616438356,11.334246575342489,15.500821917808242,7.105479452054819
1999,Würzburg,1.5331506849315069,10.221643835616462,14.684657534246597,6.27260273972605
2000,Bamberg,1.6360655737704917,10.138524590163957,15.164754098360678,5.404371584699476
2000,Frankfurt,2.0740437158469947,11.582786885245925,15.584972677595651,7.440163934426253
2000,Würzburg,1.515846994535519,10.71666666666669,15.080874316939912,6.718306010928986
2001,Bamberg,1.9712328767123288,9.48136986301372,14.270684931506873,4.722191780821941
2001,Frankfurt,2.0641095890410956,10.836438356164406,15.079178082191804,6.509315068493174
2001,Würzburg,1.6805479452054795,9.896438356164408,14.26356164383564,5.858904109589064
2002,Bamberg,2.2567123287671236,9.994794520547968,14.838356164383582,5.084109589041119
2002,Frankfurt,2.13041095890411,11.229315068493175,15.564109589041117,6.923835616438379
2002,Würzburg,2.2084931506849315,10.310958904109611,14.62958904109591,6.273424657534269
2003,Bamberg,1.2397260273972603,9.857534246575366,15.619452054794541,3.9753424657534473
2003,Frankfurt,1.0394520547945205,11.471232876712351,16.668493150684952,6.339452054794544
2003,Würzburg,1.1243835616438356,10.573698630137008,15.72109589041098,5.675616438356187
2004,Bamberg,1.6879781420765025,9.330054644808763,14.066939890710408,4.388524590163956
2004,Frankfurt,1.5177595628415301,10.663661202185814,15.04672131147543,6.246721311475433
2004,Würzburg,1.5101092896174864,9.79480874316942,14.213661202185815,5.677322404371608
2005,Bamberg,1.5178082191780822,9.285753424657557,14.338356164383583,4.035068493150709
2005,Frankfurt,1.4356164383561645,11.024657534246598,15.591232876712352,6.531232876712352
2005,Würzburg,1.5756164383561644,9.799726027397282,14.402465753424678,5.454794520547968
2006,Bamberg,1.5090410958904108,9.941095890410981,14.920000000000023,4.836164383561664
2006,Frankfurt,1.7375342465753425,11.245753424657556,15.64438356164386,6.85287671232879
2006,Würzburg,1.6917808219178083,10.240000000000023,14.945753424657559,6.003561643835639
2007,Bamberg,2.146301369863014,10.267397260273997,15.179726027397281,5.260000000000023
2007,Frankfurt,1.888219178082192,11.407671232876735,15.812602739726051,6.904931506849338
2007,Würzburg,2.0084931506849317,10.55232876712331,15.09095890410961,6.2632876712329
2008,Bamberg,1.6366120218579234,9.958196721311497,14.905191256830625,4.98497267759565
2008,Frankfurt,1.5169398907103826,11.0185792349727,15.372677595628437,6.579508196721335
2008,Würzburg,1.5612021857923497,10.267486338797838,14.825683060109311,6.141803278688547
2009,Bamberg,1.8178082191780822,9.248493150684956,14.32273972602742,3.8827397260274203
2009,Frankfurt,1.819178082191781,10.978630136986325,15.426575342465775,6.434520547945228
2009,Würzburg,1.5249315068493152,10.06164383561646,14.676712328767145,5.75315068493153
2010,Bamberg,2.376986301369863,8.154794520547968,12.920000000000023,3.014520547945229
2010,Frankfurt,1.8309589041095888,9.840273972602764,13.926027397260299,5.584657534246597
2010,Würzburg,2.038904109589041,8.916712328767147,13.199452054794543,4.87342465753427
2011,Bamberg,1.6572602739726028,9.68164383561646,15.370136986301391,4.071232876712351
2011,Frankfurt,1.3854794520547944,11.490410958904134,16.2819178082192,6.794246575342487
2011,Würzburg,1.4235616438356165,10.647397260273996,15.658904109589063,6.055342465753447
2012,Bamberg,1.7245901639344263,9.35273224043718,14.736612021857947,3.584426229508218
2012,Frankfurt,1.719945355191257,10.971584699453576,15.39234972677598,6.3748633879781655
2012,Würzburg,1.4726775956284153,10.328961748633903,15.062021857923519,5.821857923497291
2013,Bamberg,2.0865753424657534,9.010410958904133,13.720547945205505,4.269589041095913
2013,Frankfurt,1.7616438356164383,10.615342465753447,14.596438356164406,6.621095890410984
2013,Würzburg,1.8090410958904108,9.683561643835638,13.878630136986324,5.794794520547967
2014,Bamberg,1.5632876712328767,10.410410958904132,15.996712328767149,4.850958904109612
2014,Frankfurt,1.7802739726027397,12.1432876712329,16.41342465753427,7.7972602739726256
2014,Würzburg,1.4756164383561645,11.245479452054818,15.836986301369885,7.00301369863016
2015,Bamberg,1.3515068493150686,10.355890410958926,15.760000000000025,4.60356164383564
2015,Frankfurt,1.1802739726027398,11.656164383561666,16.267397260273995,6.805205479452077
2015,Würzburg,1.2276712328767123,11.079726027397284,15.872328767123312,6.470410958904133
2016,Bamberg,1.7281420765027322,9.544262295081992,14.80601092896177,4.251639344262318
2016,Frankfurt,1.809016393442623,11.106010928961771,15.473770491803302,6.683333333333356
2016,Würzburg,1.5049180327868852,10.337431693989094,14.824863387978166,6.186065573770514
2017,Bamberg,1.9139726027397261,9.570684931506872,15.018082191780845,3.9167123287671455
2017,Frankfurt,1.8156164383561646,11.276712328767148,15.97260273972605,6.558904109589065
2017,Würzburg,1.723013698630137,10.395068493150706,14.996438356164406,6.159726027397282
2018,Bamberg,1.2073972602739727,10.819178082191803,16.926575342465778,4.455616438356187
2018,Frankfurt,1.0978082191780822,12.549041095890434,17.55041095890413,7.5320547945205725
2018,Würzburg,1.183835616438356,11.742191780821939,16.896986301369886,6.976986301369886
2019,Bamberg,1.6482191780821918,10.343561643835638,16.109041095890433,4.378356164383584
2019,Frankfurt,1.6043835616438358,11.766027397260297,16.668219178082214,6.761643835616463
2019,Würzburg,1.3443835616438355,11.207671232876736,16.160273972602763,6.477534246575366
2020,Bamberg,1.539071038251366,10.230054644808765,15.901912568306035,4.1224043715847225
2020,Frankfurt,1.4822404371584699,12.130054644808766,17.01775956284155,7.001912568306034
2020,Würzburg,1.35,11.31939890710385,16.210928961748657,6.56666666666669
2021,Bamberg,1.9013698630136986,9.08301369863016,14.456164383561667,3.8241095890411168
2021,Frankfurt,1.7589041095890412,10.579452054794542,15.235342465753446,5.906301369863038
2021,Würzburg,1.872054794520548,9.863561643835638,14.586301369863037,5.649315068493174
